URLs,Labels,URL_Word,D1_noOfDotInDomain,D2_noOfDotInHostname,D3_noOfSPInDomain,D4_noOfSPInHostname,D5_noOfDigitInDomain,D6_noOfAlphaCharInDomain,D7_ipInDomain,D8_noOfSusWordInDomain,D9_noOfSubLevelInDomain,D10_lenOfBrandname,D11_lenOfSubDomainInDomain,D12_avgWordLengthInHostname,D13_longWordLengthInHostname,D14_hostLengthInHostname,D15_noOfHyphenInHostname,D16_noOfUnderscoreInHostname,D17_gTLDExistInTLD,D18_entropyNANInDomain,D19_brandInSubdomain,P1_brandInPath,P2_noOfSubfolderInPath,P3_noOfAlnumCharInPath,P4_noOfSPInPath,P5_poiDistriOfAlphaInPath,P6_poiDistriOfNumInPath,P7_queryExistInQuery,P8_noOfDigitInPath,P9_avgWordLengthInPath,P10_longWordLengthInPath,P11_noOfHTTPSInPath,P12_entropyNANInPath,U1_atExistInURL,U2_baseUrlLengthInURL,U3_noOfQuestionmarkInURL,U4_noOfSlashInURL,U5_ratioOfHyphenInURL
http://www.mobilegamehouse.com/wp-admin/network/Redirect.php,1,http : / / www . mobile game house . com / wp - admin / network / redirect . php,2,1,0,0,0,21,0,0,3,15,3,7.0,15,18,0,0,0,0.306,0,0,2,25,2,0.184,0.0,0,0,5.0,8,0,0.659,0,60,0,5,0.017
http://www.knot6.com/droplog/verification.html,1,http : / / www . knot [digit] . com / drop log / verification . html,2,1,0,0,1,10,0,1,3,5,3,3.667,5,8,0,0,0,0.415,0,0,1,23,1,0.368,0.0,0,0,7.667,12,0,0.465,0,46,0,4,0.0
http://www.socialismolatinoamericano.org/tag/importante/,0,http : / / www . socialism o latino american o . org / tag / important e /,2,1,0,0,0,31,0,0,3,25,3,10.333,25,28,0,0,0,0.245,0,0,2,13,0,0.184,0.0,0,0,6.5,10,0,0.453,0,56,0,5,0.0
http://secure.runescape.com.rr-wow.asia/m=weblogin/loginform.html?mod=www&ssl=0&dest,1,http : / / secure . runes cape . com . rr - wow . asia / m = weblog in / login form . html,4,1,1,1,0,27,0,0,5,6,20,4.5,9,9,1,0,0,0.531,0,0,1,22,2,0.368,0.0,1,0,7.667,10,0,0.646,0,65,1,4,0.015
http://www.mathsisfun.com/definitions/line-segment.html,0,http : / / www . math s is fun . com / definitions / line - segment . html,2,1,0,0,0,16,0,0,3,10,3,5.333,10,13,0,0,0,0.352,0,0,1,26,2,0.368,0.0,0,0,6.5,11,0,0.588,0,55,0,4,0.018
http://match190photos.pe.hu/index.htm,1,http : / / match [digit] photos . pe . hu / index . h t m,2,1,0,0,3,15,0,1,3,2,14,6.0,14,4,0,0,0,0.332,0,0,0,8,1,0.0,0.0,0,0,4.0,5,0,0.664,0,37,0,3,0.0
https://www.newsewing.com/,0,https : / / www . new sewing . com /,2,1,0,0,0,15,0,0,3,9,3,5.0,9,12,0,0,0,0.363,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,26,0,3,0.0
http://pagesperso-orange.fr/yapakit.fortran/,0,http : / / pages per so - orange . fr / yap a kit . fortran /,1,1,1,1,0,18,0,0,2,17,0,6.0,10,18,1,0,0,0.432,0,0,1,14,1,0.368,0.0,0,0,7.0,7,0,0.604,0,44,0,4,0.023
http://www.bzxtex.com/en/main.asp,0,http : / / www . b z x tex . com / en / main . asp,2,1,0,0,0,12,0,0,3,6,3,4.0,6,9,0,0,0,0.401,0,0,1,9,1,0.368,0.0,0,0,3.0,4,0,0.73,0,33,0,4,0.0
https://online.4kdownload.com/,0,https : / / online . [digit] k download . com /,2,1,0,0,1,18,0,1,3,10,6,6.333,10,13,0,0,0,0.323,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,30,0,3,0.0
https://www.linkedin.com/salary/senior-oracle-database-administrator-salaries-in-dallas-fort-worth-area,0,https : / / www . linked in . com / salary / senior - oracle - database - administrator - salaries - in - dallas - fort - worth - area,2,1,0,0,0,14,0,0,3,8,3,4.667,8,11,0,0,0,0.375,0,0,1,68,9,0.368,0.0,0,0,6.182,13,0,0.491,0,103,0,4,0.087
http://nasr-globaltraders.com/doc/DropBOX2016/Home/,1,http : / / nas r - global traders . com / doc / dropbox [digit] / home /,1,1,1,1,0,20,0,0,2,18,0,6.667,13,20,1,0,0,0.405,0,0,3,18,0,0.036,0.069,0,4,6.0,11,0,0.447,0,51,0,6,0.02
http://extazy.in.ua/23945-izarc-42-mlrus-portable-izarc2go.html,0,http : / / e x ta z y . in . ua / [digit] - i z arc - [digit] - ml r us - portable - i z arc [digit] go . html,2,2,0,0,0,10,0,0,3,6,0,3.333,6,10,0,0,0,0.431,0,0,0,37,6,0.0,0.0,0,8,5.286,8,0,0.605,0,63,0,3,0.079
http://bigopt.com,0,http : / / big opt . com,1,1,0,0,0,9,0,0,2,6,0,4.5,6,9,0,0,0,0.332,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,17,0,2,0.0
http://lafirmalegal.com/wp-includes/images/msnn/zonalzone/homezone/index.php,1,http : / / la firm a legal . com / wp - includes / images / ms n n / zonal zone / home zone / index . php,1,1,0,0,0,15,0,0,2,12,0,7.5,12,15,0,0,0,0.25,0,0,5,45,2,0.003,0.0,0,0,5.625,9,0,0.572,0,76,0,8,0.013
https://sites.google.com/site/recovaryproblem1/,1,https : / / sites . google . com / site / rec o vary problem [digit] /,2,1,0,0,0,14,0,0,3,6,5,4.667,6,9,0,0,0,0.375,0,0,2,20,0,0.175,0.024,0,1,10.0,16,0,0.383,0,47,0,5,0.0
http://www.exterminate-it.com/malpedia/remove-link-di-residential-gateways-admin-login,0,http : / / www . exterminate - it . com / mal pe ##dia / remove - link - di - residential - gateways - admin - login,2,1,1,1,0,19,0,0,3,14,3,4.75,11,16,1,0,0,0.517,0,0,1,49,6,0.368,0.0,0,0,6.125,11,0,0.511,0,86,0,4,0.081
http://www.mulliner.org/palm/sink_the_ship.html,0,http : / / www . mu ll in er . org / palm / sink _ the _ ship . html,2,1,0,0,0,14,0,0,3,8,3,4.667,8,11,0,0,0,0.375,0,0,1,19,3,0.368,0.0,0,0,7.0,13,0,0.789,0,47,0,4,0.0
http://izmirdejenerator.com/yonetim/aliaygir/png/files/Dropbox/,1,http : / / izmir de jen era tor . com / y one tim / ali a y gi r / p ##ng / files / dropbox /,1,1,0,0,0,19,0,0,2,16,0,9.5,16,19,0,0,0,0.216,0,0,5,30,0,0.003,0.0,0,0,6.0,8,0,0.431,0,63,0,8,0.0
http://www.pumpersworld.de/includes/PEAR/logon.do.php,1,http : / / www . pumpers world . de / includes / pear / logon . do . php,2,1,0,0,0,17,0,0,3,12,3,5.667,12,14,0,0,0,0.342,0,0,2,22,2,0.184,0.0,0,0,4.4,8,0,0.63,0,53,0,5,0.0
https://www.strangemusicinc.com/2011/06/strange-music/jay-rock-white-underline-t-shirt-merch/,0,https : / / www . strange music inc . com / [digit] / [digit] / strange - music / jay - rock - white - underline - t - shirt - mer ch /,2,1,0,0,0,21,0,0,3,15,3,7.0,15,18,0,0,0,0.306,0,0,4,50,7,0.062,0.002,0,6,4.545,9,0,0.648,0,93,0,7,0.075
http://post.flyingenvelope.com/f/a/rip0ib59tnykchwcewk-gw~~/aamoiqa~/rgrcjbqjp0reahr0cdovl2rjmmuuznivl2nvbxbvbmvudhmvy29tx2nvbn,1,http : / / post . flying envelope . com / f / a / rip [digit] ib [digit] tn y kc h wc e w k - g w ~ ~ / a am o i qa ~ / r gr c j b q jp [digit] re ah r [digit] cd o v l [digit] r j mm u u z ni v l [digit] n v b x b v b mv ##ud hm v y [digit],2,1,0,0,0,21,0,0,3,14,4,7.0,14,17,0,0,0,0.306,0,0,4,88,4,0.011,0.024,0,10,15.167,58,0,0.444,0,127,0,7,0.008
http://www.google.co.id/patents/US5053582,0,http : / / www . google . co . id / patents / us [digit],3,2,0,0,0,13,0,0,4,6,3,3.25,6,10,0,0,0,0.453,0,0,1,16,0,0.368,0.0,0,7,8.0,9,0,0.352,0,41,0,4,0.0
https://www.internetslang.com/DNA-meaning-definition.asp,0,https : / / www . internet slang . com / dna - meaning - definition . asp,2,1,0,0,0,19,0,0,3,13,3,6.333,13,16,0,0,0,0.323,0,0,0,23,3,0.0,0.0,0,0,5.75,10,0,0.63,0,56,0,3,0.036
https://diamondelectric.ru/katalog/174,0,https : / / diamond electric . ru / kata log / [digit],1,1,0,0,0,17,0,0,2,15,0,8.5,15,17,0,0,0,0.232,0,0,1,10,0,0.368,0.0,0,3,5.0,7,0,0.431,0,38,0,4,0.0
http://schmerkel.com.br/lib/2016/cache/aze/?email=rms@asrtele..com,1,http : / / sch mer ##ke l . com . br / lib / [digit] / cache / az e /,2,2,0,0,0,14,0,0,3,9,0,4.667,9,14,0,0,1,0.375,0,0,4,15,0,0.016,0.063,1,4,3.75,5,0,0.5,1,43,1,7,0.0
http://goldcoastsnakeshows.com.au/wp-content/uploads/2011/07/paypal.co.info.com.nz.au/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e589ed2d3ac04d9e57ad826be5c28ec56289ed2d3ac04d9e57ad826be5c28ec562/,1,http : / / gold coast snake shows . com . au / wp - content / uploads / [digit] / [digit] / paypal . co . info . com . nz . au / web scr . php,2,2,0,0,0,24,0,0,3,19,0,8.0,19,24,0,0,1,0.285,0,0,5,50,7,0.013,0.002,1,6,3.846,7,0,0.741,0,96,1,9,0.01
https://www.fishpond.co.nz/Books/1776-David-McCullough/9781416542100,0,https : / / www . fishpond . co . nz / books / [digit] - david - mccullough / [digit],3,2,0,0,0,15,0,0,4,8,3,3.75,8,12,0,0,0,0.431,0,0,2,37,2,0.151,0.077,0,17,7.4,13,0,0.481,0,68,0,5,0.029
http://lizanderin.com/booking-files/wetransfer/index.php,1,http : / / liz and erin . com / booking - files / we transfer / index . php,1,1,0,0,0,13,0,0,2,10,0,6.5,10,13,0,0,0,0.272,0,0,2,30,2,0.184,0.0,0,0,6.0,10,0,0.597,0,56,0,5,0.018
https://myaccount.support/accessline/update/en/,1,https : / / my account . support / access line / update / en /,1,1,0,0,0,16,0,0,2,9,0,8.0,9,16,0,0,0,0.24,0,0,3,18,0,0.061,0.0,0,0,6.0,10,0,0.447,0,47,0,6,0.0
https://sites.google.com/site/siteloginsreadtext222756754602/,1,https : / / sites . google . com / site / site logins read text [digit] /,2,1,0,0,0,14,0,0,3,6,5,4.667,6,9,0,0,0,0.375,0,0,2,34,0,0.11,0.148,0,12,17.0,30,0,0.294,0,61,0,5,0.0
https://www.guam.com.tw/,0,https : / / www . guam . com . t w /,3,2,0,0,0,12,0,0,4,4,3,3.0,4,9,0,0,1,0.464,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,24,0,3,0.0
https://digestor.sk/,0,https : / / digest or . sk /,1,1,0,0,0,10,0,0,2,8,0,5.0,8,10,0,0,0,0.314,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,20,0,3,0.0
https://www.summitwebstore.com//downloader/wordmssofexchangeserver/+RequestVerifications+/index.php,1,https : / / www . summit web store . com / / download er / word mss of exchange server / request verifications / index . php,2,1,0,0,0,20,0,0,3,14,3,6.667,14,17,0,0,0,0.314,0,0,3,61,3,0.114,0.0,0,0,12.6,23,0,0.511,0,99,0,7,0.0
http://questions.solidwebhost.com/Faress/well-satreek-dolvar-hansend-drive-grive-park-slamaon-donne-dring/nesslon-dove-salmaka-paul-hst/Processing=cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html,1,http : / / questions . solid web host . com / fares s / well - sat reek - dol var - hansen d - drive - g rive - park - slam a on - donne - dr ing / ness lon - dove - sal ma ka - paul - hst / processing = cm d = _ login - run dispatch [digit] d [digit] a [digit] c [digit] db [digit] f [digit] e [digit] d [digit] fa ee [digit],2,1,0,0,0,24,0,0,3,12,9,8.0,12,15,0,0,0,0.285,0,0,3,183,18,0.061,0.0,0,38,9.789,75,0,0.515,0,238,0,6,0.059
http://www.datacha0s.com/index.php,1,http : / / www . data cha [digit] s . com / index . php,2,1,0,0,1,14,0,1,3,9,3,5.0,9,12,0,0,0,0.363,0,0,0,8,1,0.0,0.0,0,0,4.0,5,0,0.664,0,34,0,3,0.0
http://transmaktrafo.com/view/new2015/pvalidate.html,1,http : / / trans ma k tr af o . com / view / new [digit] / p validate . html,1,1,0,0,0,16,0,0,2,13,0,8.0,13,16,0,0,0,0.24,0,0,2,24,1,0.107,0.152,0,4,6.0,9,0,0.517,0,52,0,5,0.0
https://bank-crypto.com/fr/,1,https : / / bank - crypt o . com / fr /,1,1,1,1,0,13,0,0,2,11,0,4.333,6,13,1,0,0,0.521,0,0,1,2,0,0.368,0.0,0,0,2.0,2,0,0.5,0,27,0,4,0.037
http://zenekar.us/syndicate/index.htm,1,http : / / zen e ka r . us / syndicate / index . h t m,1,1,0,0,0,9,0,0,2,7,0,4.5,7,9,0,0,0,0.332,0,0,1,17,1,0.368,0.0,0,0,5.667,9,0,0.548,0,37,0,4,0.0
http://maureenmcgowan.blogspot.com/2007/08/,0,http : / / maureen mcgowan . blogs pot . com / [digit] / [digit] /,2,2,0,0,0,25,0,0,3,14,0,8.333,14,25,0,0,1,0.278,0,0,2,6,0,0.0,0.184,0,6,3.0,4,0,0.528,0,43,0,5,0.0
https://www.modelclub.gr/,0,https : / / www . model club . gr /,2,1,0,0,0,14,0,0,3,9,3,4.667,9,11,0,0,0,0.375,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,25,0,3,0.0
http://computer.howstuffworks.com/dns.htm,0,http : / / computer . how stuff works . com / d ns . h t m,2,1,0,0,0,24,0,0,3,13,8,8.0,13,16,0,0,0,0.285,0,0,0,6,1,0.0,0.0,0,0,3.0,3,0,0.75,0,41,0,3,0.0
http://www.interactivitydigital.com/about/,0,http : / / www . interactivity digital . com / about /,2,1,0,0,0,26,0,0,3,20,3,8.667,20,23,0,0,0,0.272,0,0,1,5,0,0.368,0.0,0,0,5.0,5,0,0.516,0,42,0,4,0.0
http://www.chesscorner.com/worldchamps/euwe/euwe.htm,0,http : / / www . chess corner . com / world champs / eu we / eu we . h t m,2,1,0,0,0,17,0,0,3,11,3,5.667,11,14,0,0,0,0.342,0,0,2,22,1,0.184,0.0,0,0,5.5,11,0,0.54,0,52,0,5,0.0
http://www.soe.ucsc.edu/programs/cs/graduate/research.html#ai,0,http : / / www . so e . uc sc . ed u / programs / cs / graduate / research . html,3,1,0,0,0,13,0,0,4,4,7,3.25,4,7,0,0,0,0.453,0,0,3,30,1,0.061,0.0,0,0,6.0,8,0,0.504,0,61,0,6,0.0
http://larah.in/rdccc1/rdc/rdc/pro/enterprise.php?=gifpdf&amp;XV2W8pBslrSHgUOyF8=&amp;alt.done=rem&amp;check=&amp;docs=&amp;nocache=page2,1,http : / / lara h . in / rd cc c [digit] / rd c / rd c / pro / enterprise . php,1,1,0,0,0,7,0,0,2,5,0,3.5,5,7,0,0,0,0.375,0,0,4,28,1,0.012,0.017,1,1,4.667,10,0,0.556,0,49,1,7,0.0
http://iiet.org.uk/wp-admin/goingfile/nD/,1,http : / / ii et . org . uk / wp - admin / going file / nd /,2,2,0,0,0,9,0,0,3,4,0,3.0,4,9,0,0,1,0.447,0,0,3,18,1,0.061,0.0,0,0,4.5,9,0,0.636,0,41,0,6,0.024
http://passivesolar.sustainablesources.com/,0,http : / / passive solar . sustainable sources . com /,2,1,0,0,0,33,0,0,3,18,12,11.0,18,21,0,0,0,0.236,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,43,0,3,0.0
https://www.hebrewpodcasts.com/pdf/Hebrew_Lesson_001A.pdf,0,https : / / www . hebrew podcasts . com / pdf / hebrew _ lesson _ [digit] a . pdf,2,1,0,0,0,20,0,0,3,14,3,6.667,14,17,0,0,0,0.314,0,0,1,22,3,0.368,0.0,0,3,8.0,18,0,0.732,0,57,0,4,0.0
http://catb.org/~esr/nosecrets/,0,http : / / cat b . org / ~ esr / no secrets /,1,1,0,0,0,7,0,0,2,4,0,3.5,4,7,0,0,0,0.375,0,0,2,12,1,0.184,0.0,0,0,6.5,9,0,0.703,0,31,0,5,0.0
http://cleanfiles.org,0,http : / / clean files . org,1,1,0,0,0,13,0,0,2,10,0,6.5,10,13,0,0,0,0.272,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,21,0,2,0.0
http://www.westminsterfabrics.com/pub/singlepattern.jsp?designer=Amy%20Butler&image=FPAB08Orange-Coral1.jpg&pattern=Charisma&img=OCAB010&collection=Lark+Laminate&category=0&catname=&newitem=0&new_desc=null,0,http : / / www . westminster fabrics . com / pub / single pattern . j sp,2,1,0,0,0,24,0,0,3,18,3,8.0,18,21,0,0,0,0.285,0,0,1,19,1,0.368,0.0,1,0,6.333,13,0,0.517,0,55,1,4,0.0
http://vacuumsreview.us,0,http : / / vacuums review . us,1,1,0,0,0,15,0,0,2,13,0,7.5,13,15,0,0,0,0.25,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,23,0,2,0.0
https://unsplash.com/photos/9NVEXH3Q4fg,0,https : / / un splash . com / photos / [digit] nv ex h [digit] q [digit] f g,1,1,0,0,0,11,0,0,2,8,0,5.5,8,11,0,0,0,0.299,0,0,1,17,0,0.368,0.0,0,3,8.5,11,0,0.342,0,39,0,4,0.0
http://updated-ios.com/alert.apple-imei.com/,1,http : / / updated - ios . com / alert . apple - im e i . com /,1,1,1,1,0,13,0,0,2,11,0,4.333,7,13,1,0,0,0.521,0,0,1,17,3,0.368,0.0,0,0,4.25,5,0,0.832,0,44,0,4,0.045
http://www.gamespot.com/pc/strategy/rebels/,0,http : / / www . games pot . com / pc / strategy / rebels /,2,1,0,0,0,14,0,0,3,8,3,4.667,8,11,0,0,0,0.375,0,0,3,16,0,0.061,0.0,0,0,5.333,8,0,0.464,0,43,0,6,0.0
http://www.b00.fr/CZJIe,1,http : / / www . b [digit] . fr / cz ji e,2,1,0,0,2,6,0,1,3,3,3,2.667,3,5,0,0,0,0.464,0,0,0,5,0,0.0,0.0,0,0,5.0,5,0,0.431,0,23,0,3,0.0
https://no.wikipedia.org/wiki/The_London_Dungeon,0,https : / / no . wikipedia . org / wiki / the _ london _ dungeon,2,1,0,0,0,14,0,0,3,9,2,4.667,9,12,0,0,0,0.375,0,0,1,20,2,0.368,0.0,0,0,11.0,18,0,0.597,0,48,0,4,0.0
https://robyzlfashionblog.com/,0,https : / / rob y z l fashion blog . com /,1,1,0,0,0,20,0,0,2,17,0,10.0,17,20,0,0,0,0.209,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,30,0,3,0.0
http://www.aluroba.com/aluroba74531/,0,http : / / www . al u rob a . com / al u rob a [digit] /,2,1,0,0,0,13,0,0,3,7,3,4.333,7,10,0,0,0,0.388,0,0,1,12,0,0.325,0.275,0,5,12.0,12,0,0.401,0,36,0,4,0.0
http://www.99aiqinhai.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1,http : / / www . [digit] a iq in hai . com / images /,2,1,0,0,2,14,0,1,3,10,3,5.333,10,13,0,0,0,0.352,0,0,1,6,0,0.368,0.0,1,0,6.0,6,0,0.5,0,33,2,12,0.0
http://www.wilderdom.com/games/Icebreakers.html,0,http : / / www . wilder dom . com / games / icebreakers . html,2,1,0,0,0,15,0,0,3,9,3,5.0,9,12,0,0,0,0.363,0,0,1,20,1,0.368,0.0,0,0,6.667,11,0,0.503,0,47,0,4,0.0
http://www.alphaworks.ibm.com/aw.nsf/frame?ReadForm&amp;/aw.nsf/techmain/EEEAD864EBEEBD778825671B00653382,0,http : / / www . alpha works . ibm . com / aw . nsf / frame,3,1,0,0,0,19,0,0,4,3,14,4.75,10,6,0,0,0,0.392,0,0,1,10,1,0.368,0.0,1,0,3.333,5,0,0.7,0,42,1,7,0.0
http://www.remorquesfranc.net/8c398a99797be9d96bc2bacf87aa996f/Confirm.php,1,http : / / www . rem or ques franc . net / [digit] c [digit] a [digit] be [digit] d [digit] bc [digit] ba c f [digit] aa [digit] f / confirm . php,2,1,0,0,0,20,0,0,3,14,3,6.667,14,17,0,0,0,0.314,0,0,1,42,1,0.283,0.32,0,18,14.0,32,0,0.322,0,74,0,4,0.0
http://logos.wikia.com/wiki/Discovery_Family,0,http : / / logos . wiki a . com / wiki / discovery _ family,2,1,0,0,0,13,0,0,3,5,5,4.333,5,8,0,0,0,0.388,0,0,1,19,1,0.368,0.0,0,0,10.0,16,0,0.517,0,44,0,4,0.0
http://okul.birbakim.com/acounte/secure-code47/home/2fedc81d122e76847bd76c7de2afb287/,1,http : / / ok ul . bi r ba kim . com / a count e / secure - code [digit] / home / [digit] fed c [digit] d [digit] e [digit] bd [digit] c [digit] de [digit] afb [digit] /,2,1,0,0,0,15,0,0,3,8,4,5.0,8,11,0,0,0,0.363,0,0,4,55,1,0.004,0.014,0,20,11.0,32,0,0.393,0,85,0,7,0.012
https://www.pornokonig.com/,0,https : / / www . porno ko ni g . com /,2,1,0,0,0,16,0,0,3,10,3,5.333,10,13,0,0,0,0.352,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,27,0,3,0.0
https://steepster.com/kittenna/posts/153680,0,https : / / steep ster . com / kitten na / posts / [digit],1,1,0,0,0,12,0,0,2,9,0,6.0,9,12,0,0,0,0.285,0,0,2,19,0,0.184,0.0,0,6,6.333,8,0,0.392,0,43,0,5,0.0
http://mail.emilydimitriadis.com/blog/wp-content/themes/host/,1,http : / / mail . emily dimitri ##adi s . com / blog / wp - content / themes / host /,2,1,0,0,0,23,0,0,3,16,4,7.667,16,19,0,0,0,0.292,0,0,4,23,1,0.015,0.0,0,0,4.6,7,0,0.605,0,61,0,7,0.016
http://www.axezz.com/axpdatagrid/,0,http : / / www . axe z z . com / ax p data grid /,2,1,0,0,0,11,0,0,3,5,3,3.667,5,8,0,0,0,0.415,0,0,1,11,0,0.368,0.0,0,0,11.0,11,0,0.415,0,33,0,4,0.0
http://www.monexosquelette.com/logo-humanoides-130x50-copie/,0,http : / / www . mon ex os que let te . com / logo - humanoid es - [digit] x [digit] - cop ie /,2,1,0,0,0,21,0,0,3,15,3,7.0,15,18,0,0,0,0.306,0,0,1,25,3,0.359,0.164,0,5,6.25,10,0,0.593,0,60,0,4,0.05
http://xhamster.com/movies/4580395/hot_girl_from_guildford_strips_and_fucks_boyfriend.html,0,http : / / x hamster . com / movies / [digit] / hot _ girl _ from _ guildford _ strips _ and _ fucks _ boyfriend . html,1,1,0,0,0,11,0,0,2,8,0,5.5,8,11,0,0,0,0.299,0,0,2,60,8,0.183,0.206,0,7,16.75,50,0,0.609,0,90,0,5,0.0
https://sicredi8.com/mobi.php,1,https : / / sic red i [digit] . com / mob i . php,1,1,0,0,1,10,0,1,2,8,0,5.5,8,11,0,0,0,0.299,0,0,0,7,1,0.0,0.0,0,0,3.5,4,0,0.704,0,29,0,3,0.0
http://www.getgoing.org.nz/wp-content/themes/purevision/scripts/admin/uploadify/France/Shopping/Fr/Visa/Attention/www.visaeurope.com/fr/cc.brule/vbv,1,http : / / www . get going . org . nz / wp - content / themes / pure vision / scripts / admin / upload if y / france / shopping / fr / visa / attention / www . visa europe . com / fr / cc . br ul e / v b v,3,2,0,0,0,16,0,0,4,8,3,4.0,8,13,0,0,1,0.42,0,0,14,103,4,0.0,0.0,0,0,5.421,10,0,0.56,0,148,0,17,0.007
http://www.lbdvip.com/wp-includes/loa/loginphpsitedomainsns-webmail.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@montanarealestate.com&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1,http : / / www . lb d vip . com / wp - includes / lo a / login php site domains ns - web mail . php,2,1,0,0,0,12,0,0,3,6,3,4.0,6,9,0,0,0,0.401,0,0,2,44,3,0.184,0.0,1,0,7.333,21,0,0.542,1,71,2,5,0.028
http://drive-google-com.fanalav.com/d346ae2d28a0d2a0457232d19c9346ee/,1,http : / / drive - google - com . f anal av . com / d [digit] ae [digit] d [digit] a [digit] d [digit] a [digit] d [digit] c [digit] ee /,2,1,2,0,0,24,0,0,3,7,16,4.8,7,10,2,0,0,0.544,0,0,1,32,0,0.244,0.34,0,21,32.0,32,0,0.24,0,69,0,4,0.029
http://orangestudiobali.com/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/update.php,1,http : / / orange studio bali . com / r b mc [digit] q g [digit] b ha v [digit] p y f ##ze mb foe nc g [digit] g f [digit] h [digit] pa i yu [digit] h aol / cm th k ##rq cue [digit] qb bi um lt mu x j v x ##hu o ir b mc [digit] q g [digit] b ha v [digit] p y f ##ze mb f / verify / secured page / update . php,1,1,0,0,0,19,0,0,2,16,0,9.5,16,19,0,0,0,0.216,0,0,4,136,1,0.01,0.002,0,15,22.667,68,0,0.22,0,169,0,7,0.0
http://nespresso.com-download.space/surveys/AU/nes/v17.1.1/?oid=1393&amp;xc=2016,1,http : / / nes press o . com - download . space / surveys / au / nes / v [digit] . [digit] . [digit] /,2,1,1,1,0,25,0,0,3,12,9,6.25,9,16,1,0,0,0.444,0,0,4,17,2,0.007,0.056,1,4,2.833,7,0,0.77,0,59,1,7,0.017
https://apple.stackexchange.com/questions/243237/error-code-36-cp-input-output-error-mac,0,https : / / apple . stack exchange . com / questions / [digit] / error - code - [digit] - cp - input - output - error - mac,2,1,0,0,0,21,0,0,3,13,5,7.0,13,16,0,0,0,0.306,0,0,2,47,7,0.222,0.164,0,8,4.7,9,0,0.595,0,88,0,5,0.08
http://alfonzose.snackblogger.com/the-definitive-guide-to-limosine-hire-adelaide.html,0,http : / / alfonzo se . snack blogger . com / the - definitive - guide - to - limo sin e - hire - adelaide . html,2,1,0,0,0,24,0,0,3,12,9,8.0,12,15,0,0,0,0.285,0,0,0,44,7,0.0,0.0,0,0,5.5,10,0,0.579,0,85,0,3,0.071
https://techiepeterbriger.sharefile.com/d/8b0195e62cf94333,1,https : / / techie peter brig er . share file . com / d / [digit] b [digit] e [digit] cf [digit],2,1,0,0,0,29,0,0,3,9,17,9.667,17,12,0,0,0,0.255,0,0,1,17,0,0.368,0.0,0,12,8.5,16,0,0.342,0,58,0,4,0.0
http://edikok.info/pCntrlde/webscr_prim.php?sdr01=amlta25vcGYxQHQtb25saW5lLmRl,1,http : / / ed i ko k . info / p cn tr l de / web scr _ prim . php,1,1,0,0,0,10,0,0,2,6,0,5.0,6,10,0,0,0,0.314,0,0,1,21,2,0.368,0.0,1,0,7.333,11,0,0.663,0,43,1,4,0.0
http://www.countryliving.com/food-drinks/g3073/mimosa-recipe/,0,http : / / www . country living . com / food - drinks / g [digit] / mimosa - recipe /,2,1,0,0,0,19,0,0,3,13,3,6.333,13,16,0,0,0,0.323,0,0,3,27,2,0.044,0.047,0,4,5.4,6,0,0.614,0,61,0,6,0.033
https://www.mhschool.com/math/mathconnects/wa/assets/docs/wa_gr3_adllsn_onln.pdf,0,https : / / www . m h school . com / math / math connects / wa / assets / docs / wa _ gr [digit] _ a dl l s n _ on ln . pdf,2,1,0,0,0,14,0,0,3,8,3,4.667,8,11,0,0,0,0.375,0,0,5,46,4,0.003,0.0,0,1,7.0,18,0,0.675,0,80,0,8,0.0
